Unnamed: 0,set_num,set_year,top_5_similar_sets,set_name,set_img_url,theme_id,theme_name,num_parts,A0A5A9,FFFFFF,C91A09,6C6E68,237841,05131D,184632,AA7F2E,F5CD2F,582A12,F2CD37,E4ADC8,AEEFEC,635F52,F08F1C,FCFCFC,0020A0,84B68D,BBE90B,D9E4A7,0055BF,9CA3A8,F8F184,DF6695,E4CD9E,0A3463,720E0F,FF800D,958A73,898788,352100,3F3691,A5A5CB,DBAC34,3E3C39,A95500,923978,4B9F4A,A5A9B4,ADC3C0,C870A0,AA7D55,9BA19D,6D6E5C,F8BB3D,9B9A5A,36AEBF,AC78BA,9FC3E9,E1D5ED,078BC9,FE8A18,FFF03A,DFEEA5,008F9B,5A93DB,A0BCAC,FF698F,D9D9D9,CFE2F7,D09168,E0E0E0,BBA53D,AA4D8E,1B2A34,F2F3F2,583927,764D3B,6074A1,B46A00,575857,C0F500,68BCC5,F6D7B3,BDC6AD,D67572,81007B,FA9C1C,FFA70B,AE7A59,7DBFDD,EBD800,CE1D9B,8320B7,CCA373,755945,x,y
1635,852690-1,2009,[],Designers' Tool Set,https://cdn.rebrickable.com/media/sets/852690-1.jpg,501,Gear,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.88885181271357,252.8066295307729
1636,852748-1,2009,"['71741-1', '71799-1', '41130-1', '41101-1', '71705-1']",Pirates Coin Bank,https://cdn.rebrickable.com/media/sets/852748-1.jpg,501,Gear,127,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.87509118182206,198.170079413199
1637,853106-1,2011,"['71741-1', '75021-1', '71735-1', '71737-1', '7676-1']",Ninjago 3D Battle Arena,https://cdn.rebrickable.com/media/sets/853106-1.jpg,435,Ninjago,9,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.21655915206176,164.61008755381886
1638,853111-1,2011,"['71741-1', '71799-1', '75053-1', '71705-1', '75290-1']",Exclusive Weapon Training Set - Limited Edition,https://cdn.rebrickable.com/media/sets/853111-1.jpg,435,Ninjago,33,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,274.51171138150204,81.2200841245334
1639,853114-1,2011,[],Ninjago Trading Card Holder,https://cdn.rebrickable.com/media/sets/853114-1.jpg,501,Gear,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.4972198471657,242.9820781117312
1640,853175-1,2011,"['71741-1', '41101-1', '71799-1', '71705-1', '41130-1']",Pharaoh's Quest Coin Bank,https://cdn.rebrickable.com/media/sets/853175-1.jpg,501,Gear,117,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.4087178862221,190.58802655153977
1641,853305-1,2011,"['41101-1', '41449-1', '71737-1', '41684-1', '41732-1']",Copenhagen Key Chain,https://cdn.rebrickable.com/media/sets/853305-1.jpg,503,Key Chain,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.4773771837285,516.601432276545
1642,853306-1,2011,"['850752-1', '850789-1', '851324-1', '853305-1', '853456-1']",Berlin Key Chain,https://cdn.rebrickable.com/media/sets/853306-1.jpg,503,Key Chain,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.5547767625853,516.7225283372426
1643,853379-1,2015,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",Purple Brick Key Chain,https://cdn.rebrickable.com/media/sets/853379-1.jpg,503,Key Chain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.7618782294762,458.2411031107816
1644,853380-1,2015,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",Turquoise Brick Key Chain,https://cdn.rebrickable.com/media/sets/853380-1.jpg,503,Key Chain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.98680460955404,470.467668741124
1645,853393-1,2012,"['71741-1', '41101-1', '3315-1', '71799-1', '41130-1']",Friends Picture Frame,https://cdn.rebrickable.com/media/sets/853393-1.jpg,494,Friends,51,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.75298812759203,389.3100871601316
1646,853429-1,2012,"['853430-1', '853433-1']",Batman Key Chain,https://cdn.rebrickable.com/media/sets/853429-1.jpg,503,Key Chain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.0208591714963,437.30333801991856
1647,853430-1,2012,"['853429-1', '853433-1']",Superman Key Chain,https://cdn.rebrickable.com/media/sets/853430-1.jpg,503,Key Chain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.21555746391573,518.46107967902
1648,853433-1,2012,"['853429-1', '853430-1']",Wonder Woman Key Chain,https://cdn.rebrickable.com/media/sets/853433-1.jpg,503,Key Chain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.40472215908727,508.0422444727393
1649,853440-1,2015,"['41101-1', '41401-1', '41130-1', '71741-1', '41095-1']",Friends Jewelry Set,https://cdn.rebrickable.com/media/sets/853440-1.jpg,494,Friends,22,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.60955555145672,307.7286821393505
1650,853456-1,2015,"['850752-1', '850789-1', '851324-1', '853305-1', '853306-1']",Martian Manhunter Key Chain,https://cdn.rebrickable.com/media/sets/853456-1.jpg,503,Key Chain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.58754498738955,514.5572519858845
1651,853543-1,2016,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",Party Set,https://cdn.rebrickable.com/media/sets/853543-1.jpg,435,Ninjago,60,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.3986639063758,269.0320060252816
1652,853544-1,2016,"['71741-1', '71799-1', '75053-1', '75290-1', '71735-1']",Ninjago Accessory Set,https://cdn.rebrickable.com/media/sets/853544-1.jpg,435,Ninjago,36,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.89641024031624,109.48538579600182
1653,853552-1,2016,"['71741-1', '41130-1', '71799-1', '3315-1', '41101-1']",Hand-Foot-Fun,https://cdn.rebrickable.com/media/sets/853552-1.jpg,494,Friends,56,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.7513434311745,430.5541712889926
1654,853556-1,2016,"['71741-1', '41400-1', '3315-1', '41130-1', '71799-1']",Mini-doll Campsite Set,https://cdn.rebrickable.com/media/sets/853556-1.jpg,494,Friends,35,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.09374130222955,436.243786598202
1655,853563-1,2016,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",Baby Wind Dragon Fledge Bag Charm,https://cdn.rebrickable.com/media/sets/853563-1.jpg,503,Key Chain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.19990754704816,519.8485869481066
1656,853580-1,2016,"['71741-1', '3315-1', '41400-1', '41130-1', '41101-1']",Key Rack,https://cdn.rebrickable.com/media/sets/853580-1.jpg,503,Key Chain,33,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.85200001582183,506.8420253274777
1657,853611-1,2016,"['71741-1', '71754-1', '71799-1', '71737-1', '41737-1']",Marvel Super Heroes Minifigure Display Frame,https://cdn.rebrickable.com/media/sets/853611-1.jpg,501,Gear,46,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.4286941255296,238.2801328084427
1658,853638-1,2017,"['71741-1', '71754-1', '71799-1', '71737-1', '41737-1']",The LEGO Batman Movie Minifigure Collector Frame,https://cdn.rebrickable.com/media/sets/853638-1.jpg,501,Gear,46,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.1345356134167,218.4386694792555
1659,853671-1,2017,"['71741-1', '41101-1', '71799-1', '41130-1', '3315-1']",Heartlake City Playmat,https://cdn.rebrickable.com/media/sets/853671-1.jpg,494,Friends,95,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.200709187541,339.168771318847
1660,853682-1,2017,[],Macy Key Chain,https://cdn.rebrickable.com/media/sets/853682-1.jpg,503,Key Chain,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.1253337031714,457.1794086154281
1661,853687-1,2017,"['71741-1', '71705-1', '71737-1', '71767-1', '70738-1']",Elemental Masters Battle Pack,https://cdn.rebrickable.com/media/sets/853687-1.jpg,435,Ninjago,26,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.6167483158587,172.88983916660712
1662,853758-1,2018,"['71741-1', '71799-1', '71705-1', '75290-1', '71735-1']",Jay's Kendo Training Pod,https://cdn.rebrickable.com/media/sets/853758-1.jpg,435,Ninjago,28,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.44023367695323,160.8800340391983
1663,853759-1,2018,"['71741-1', '71799-1', '71705-1', '75290-1', '41737-1']",Cole's Kendo Training Pod,https://cdn.rebrickable.com/media/sets/853759-1.jpg,435,Ninjago,29,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.9366548575951,216.9496765135758
1664,853774-1,2018,"['71741-1', '71799-1', '41130-1', '41101-1', '41400-1']",Olivia's Satellite Pod,https://cdn.rebrickable.com/media/sets/853774-1.jpg,494,Friends,36,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.35293977602909,382.58852963797216
1665,853775-1,2018,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",Andrea's DJ Pod,https://cdn.rebrickable.com/media/sets/853775-1.jpg,494,Friends,40,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.6536579351173,510.2063543234898
1666,853776-1,2018,"['71741-1', '71799-1', '41400-1', '71705-1', '41668-1']",Emma's Photo Studio Pod,https://cdn.rebrickable.com/media/sets/853776-1.jpg,494,Friends,38,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.22946343038822,382.7482547452983
1667,853777-1,2018,"['71741-1', '71799-1', '41732-1', '41101-1', '41436-1']",Mia's Exploration Pod,https://cdn.rebrickable.com/media/sets/853777-1.jpg,494,Friends,49,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.7085009623786,254.5713840482419
1668,853778-1,2018,"['71741-1', '71799-1', '41101-1', '71705-1', '41732-1']",Stephanie's Pool Pod,https://cdn.rebrickable.com/media/sets/853778-1.jpg,494,Friends,33,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.58693319258478,290.83186236825514
1669,853780-1,2018,"['71741-1', '71799-1', '41732-1', '41101-1', '41668-1']",Creative Rings,https://cdn.rebrickable.com/media/sets/853780-1.jpg,494,Friends,63,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.882199319604,438.3114350859759
1670,853793-1,2018,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",Rose Gold Brick Key Chain,https://cdn.rebrickable.com/media/sets/853793-1.jpg,503,Key Chain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.71271460646835,481.4651806596901
1671,853797-1,2018,"['71741-1', '71799-1', '41101-1', '3315-1', '41449-1']",Phone Cover with Studs,https://cdn.rebrickable.com/media/sets/853797-1.jpg,501,Gear,47,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.19279268190438,236.26254706146685
1672,853866-1,2019,"['71741-1', '41400-1', '71705-1', '71799-1', '3315-1']",Oni Villains Accessory Set,https://cdn.rebrickable.com/media/sets/853866-1.jpg,435,Ninjago,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.4797192691324,206.20961835607272
1673,853881-1,2019,"['71741-1', '41400-1', '3315-1', '41008-1', '71799-1']",Friends Creative Bag Charms,https://cdn.rebrickable.com/media/sets/853881-1.jpg,503,Key Chain,16,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.82604904706807,460.89732599928914
1674,853886-1,2019,"['71741-1', '71799-1', '41101-1', '75290-1', '41748-1']",Friends Phone Cover,https://cdn.rebrickable.com/media/sets/853886-1.jpg,501,Gear,53,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.47507248949515,243.1531916315034
1675,853899-1,2019,"['71741-1', '71799-1', '75290-1', '71705-1', '41704-1']",Lloyd's Kendo Training Pod,https://cdn.rebrickable.com/media/sets/853899-1.jpg,435,Ninjago,26,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.8506775368971,179.9829673874792
1676,853902-1,2019,"['71741-1', '71799-1', '41400-1', '3315-1', '41008-1']",Creative Bag Charm,https://cdn.rebrickable.com/media/sets/853902-1.jpg,503,Key Chain,17,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.68792426589647,499.5718255589682
1677,853913-1,2019,"['71741-1', '71799-1', '41101-1', '3188-1', '3315-1']",Key Hanger,https://cdn.rebrickable.com/media/sets/853913-1.jpg,503,Key Chain,44,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.23311959040154,463.1966636279026
1678,853989-1,2020,"['71741-1', '71799-1', '41400-1', '3315-1', '41449-1']",Celebration Bag Charm,https://cdn.rebrickable.com/media/sets/853989-1.jpg,503,Key Chain,28,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.17569961854696,509.0823354067725
1679,853992-1,2020,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",Chrome Black Brick Key Chain,https://cdn.rebrickable.com/media/sets/853992-1.jpg,503,Key Chain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.74210540203427,476.78196829674334
1680,853993-1,2020,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",Bright Light Blue Brick Key Chain,https://cdn.rebrickable.com/media/sets/853993-1.jpg,503,Key Chain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.19535105705404,508.18221131682196
1681,854021-1,2020,"['71741-1', '71799-1', '41400-1', '3315-1', '41008-1']",Creative Bag Charm,https://cdn.rebrickable.com/media/sets/854021-1.jpg,503,Key Chain,17,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.62031512858505,518.0069154287256
1682,854084-1,2021,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",Pearl White Brick Key Chain,https://cdn.rebrickable.com/media/sets/854084-1.jpg,503,Key Chain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.43493391628147,447.258184187522
